Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
944,1967,Female,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Regional,100,100,100,100,90
945,1982,Male,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,90,70,80,60,40
946,1977,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5-19,No,Regional,100,100,100,100,100
947,1966,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Metro,100,60,100,60,60
948,1982,Female,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,30,20,30,10,5
949,1976,Female,More than 5 years,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,20-199,No,Metro,20,50,0,50,40
950,1971,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,No,Metro,100,100,100,100,90
951,1976,Male,More than 5 years,Wholesale Trade,Sales workers - Sales Representatives and Agents,1-4,No,Metro,100,100,100,100,100
952,1997,Male,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,20-199,No,Metro,10,10,10,10,10
953,1989,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,20,20,20,20,20
954,1971,Female,More than 5 years,Education and Training,Labourers - Factory Process Workers,More than 200,Yes,Metro,100,100,100,100,100
955,1999,Male,Between 1 and 5 years,Manufacturing,Sales workers - Sales Support Workers,Self employed,No,Regional,40,70,60,100,20
956,1997,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,100,20,50,50,50
957,1969,Male,More than 5 years,Manufacturing,Professionals - ICT Professionals,More than 200,Yes,Metro,80,60,60,60,60
958,2000,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,0,0,0,0,0
959,1991,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Regional,0,20,0,20,20
960,1958,Female,More than 5 years,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Metro,100,100,100,100,80
961,1966,Male,Less than 1 year,Information Media and Telecommunications,Managers - Specialist Managers,20-199,Yes,Metro,70,70,80,80,70
962,1977,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,1-4,No,Regional,50,50,10,50,50
963,2000,Female,Less than 1 year,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Yes,Regional,30,40,50,40,20
964,1994,Female,Between 1 and 5 years,Manufacturing,Professionals - ICT Professionals,5-19,No,Metro,30,0,30,50,5
965,1963,Male,More than 5 years,Wholesale Trade,Managers - Specialist Managers,More than 200,No,Regional,40,40,40,40,40
966,1972,Male,Between 1 and 5 years,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Regional,100,100,80,80,80
967,1986,Male,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Metro,80,50,100,50,70
968,1991,Male,Between 1 and 5 years,Retail Trade,Professionals - Education Professionals,More than 200,No,Metro,90,100,90,90,90
969,1974,Male,More than 5 years,Public Administration and Safety,Community and personal service workers - Protective Service Workers,More than 200,Yes,Regional,5,50,5,50,50
970,1967,Female,Between 1 and 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Regional,5,5,5,20,20
971,1963,Female,More than 5 years,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,5-19,Yes,Regional,50,0,50,0,50
972,1984,Male,More than 5 years,Accommodation and Food,Professionals - ICT Professionals,More than 200,Yes,Regional,50,30,50,20,5
973,1987,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate","Managers - Hospitality, Retail and Service Managers",More than 200,Yes,Metro,10,20,20,40,30
974,1985,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,20,30,40,90,80
975,1965,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,80
976,1993,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,0,50,0,50,50
977,1990,Male,More than 5 years,Administrative and Support,Professionals - Arts and Media Professionals,20-199,Yes,Regional,60,70,80,60,40
978,1960,Female,More than 5 years,Health Care and Social Assistance,Clerical and administrative workers - Office Managers and Program Administrators,1-4,No,Metro,10,10,10,10,10
979,1974,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,5,20,0,0,0
980,1969,Female,More than 5 years,Other Services,Professionals - Arts and Media Professionals,Self employed,No,Metro,100,100,100,100,100
981,1976,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,60,90,60,100,50
982,1989,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,20-199,No,Metro,100,100,100,100,70
983,1988,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,70,50,70,50,50
984,1995,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,50,50,50,40,30
985,1961,Female,Between 1 and 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,30,30,20,20,0
986,1957,Female,Less than 1 year,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,100,90,100,100,80
987,1988,Female,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,20-199,No,Metro,100,100,100,100,90
988,1988,Other,More than 5 years,Information Media and Telecommunications,"Professionals - Legal, Social and Welfare Professionals",20-199,No,Metro,10,30,30,30,20
989,1996,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Regional,40,20,40,20,20
990,1990,Female,Between 1 and 5 years,Education and Training,Professionals - Arts and Media Professionals,More than 200,No,Regional,80,90,80,80,80
991,1973,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,100,100,100,50,50
992,1957,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,100,0,0,0,0
993,1993,Male,Between 1 and 5 years,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",5-19,Yes,Metro,100,100,50,50,50
994,1973,Female,More than 5 years,Other Services,"Managers - Hospitality, Retail and Service Managers",5-19,No,Metro,30,0,100,20,40
995,1978,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,20,40,20,20,40
996,1967,Female,Between 1 and 5 years,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",1-4,Yes,Metro,5,0,0,0,0
997,1997,Female,Less than 1 year,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,20-199,No,Metro,20,30,40,30,40
998,1973,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Yes,Regional,5,50,5,50,50
999,1999,Male,More than 5 years,Financial and Insurance,Sales workers - Sales Support Workers,5-19,No,Metro,40,40,30,40,10
1000,1965,Female,More than 5 years,Other Services,Professionals - Education Professionals,More than 200,Yes,Metro,20,5,20,0,20
1001,1983,Female,Between 1 and 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,40,40,40,40,40
1002,1988,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Metro,90,80,90,50,50
1003,1973,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,60,60,40,40,40
1004,1968,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,90,90,70
1005,1971,Female,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,No,Metro,100,100,0,100,90
1006,1968,Female,More than 5 years,Other Services,Clerical and administrative workers - General Clerical Workers,More than 200,Yes,Metro,100,100,70,100,100
1007,1991,Female,Between 1 and 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",5-19,No,Metro,30,5,10,5,10
1008,1957,Female,More than 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",1-4,No,Regional,20,30,30,5,5
1009,1977,Female,Less than 1 year,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Metro,100,100,100,100,80
1010,1978,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,10,90,80
1011,1990,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Metro,80,100,80,100,100
1012,1961,Female,More than 5 years,Administrative and Support,Managers - Specialist Managers,1-4,No,Metro,50,20,40,20,20
1013,1993,Male,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,100,100,100,100,100
1014,2002,Female,Between 1 and 5 years,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,20-199,Yes,Regional,10,5,10,5,50
1015,1964,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,60,80,50,50
1016,1966,Male,More than 5 years,"Electricity, Gas, Water and Waste",Sales workers - Sales Representatives and Agents,More than 200,Yes,Metro,50,50,50,30,60
1017,1988,Male,More than 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,70,60,80,40,50
1018,1989,Male,Less than 1 year,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,60,60,30,40,20
1019,1995,Male,Less than 1 year,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,50,40,40,40,40
1020,1986,Male,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,0,50,5,50,20
1021,1983,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,0,70,70,70,70
1022,1987,Male,More than 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,100,90,70,70,50
1023,1975,Male,Between 1 and 5 years,Education and Training,Managers - Farmers and Farm Managers,20-199,Yes,Metro,30,10,20,10,5
1024,1986,Male,More than 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,80,50,50,50,50
1025,1996,Female,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,80,80,60,70,60
1026,1992,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,20-199,No,Metro,100,100,90,100,80
1027,1963,Female,More than 5 years,Other Services,Managers - Specialist Managers,20-199,No,Metro,0,0,5,0,0
1028,1980,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,100,50,90,50,40
1029,1961,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,0,0,0,0,0
1030,1970,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,No,Metro,50,60,5,60,60
1031,1982,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,50
1032,1976,Female,Between 1 and 5 years,Arts and Recreation,Managers - Specialist Managers,20-199,Yes,Metro,100,100,100,100,100
1033,1964,Male,Less than 1 year,Retail Trade,Sales workers - Sales Representatives and Agents,20-199,No,Metro,100,100,100,100,90
